number,coformer1,coformer2
7450,C[C@H](C1CC1)[C@@](O)(Cn1cncn1)c1ccc(Cl)cc1,S=[P@@]1(c2ccccc2)CCC[P@@](=S)(c2ccccc2)C1
7451,O=C(O)c1ccc(O)cc1,C/C(=C\C[C@](O)(c1ccccc1)C(F)(F)F)[Si](C)(C)c1ccccc1
7452,ClC1=C(Cl)[C@]2(Cl)C/C(=C3\C#CC4=C3O4)[C@@]1(Cl)C2(Cl)Cl,C=C1C(=O)O[C@H]2CN(S(=O)(=O)c3ccc(C)cc3)[C@@H](CCc3ccccc3)[C@H]12
7453,O=C(O)[C@H]1[C@H](C(=O)O)[C@H](C(=O)O)[C@H]1C(=O)O,Cc1ccc(S(=O)(=O)N2C[C@@H]3C(C)(C)O[C@H]4C5=C(CCc6ccccc65)[C@H](c5ccc(Cl)cc5)[C@]43C2)cc1
7454,Oc1ccccc1O,OC(c1ccccc1)(c1ccccc1)[C@H]1CC[C@@H](C(O)(c2ccccc2)c2ccccc2)CC1
7455,O=C(O)c1c[nH]c(=O)[nH]c1=O,Oc1ccccc1
7456,O=C(O)c1cc(O)c(O)c(O)c1,CCC1=C(CC)C[C@H]2CC(C#N)(C#N)[C@@H](c3ccccc3)C[C@H]2C1
7457,O=C(O)COc1c2cccc1Sc1cccc(c1OCC(=O)O)Sc1cccc(c1OCC(=O)O)Sc1cccc(c1OCC(=O)O)S2,CCCN1C(=O)[C@@](O)(Cc2ccccc2)N(CCC)C1=S
7458,c1cc2ccc3cccc4ccc(c1)c2c34,CC(C)=O
7459,CC1=CC(=O)C(C)=CC1=O,CC(C)[Si](C1=CC[C@]23CCO[C@]12NC(=O)O3)(C(C)C)C(C)C
7460,CCCCc1ccc2c(c1)sc1c3ccc(CCCC)cc3sc21,C[C@H]1O[C@@H](c2ccccc2)[C@H]2CC=C[C@]1(CO)[C@@H]2Cl
7461,O=S1(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2)[C@H]3CO1,CCC(C(=O)O)C(=O)O
7462,CS(=O)(=O)C1=C(O)C(=O)N(c2ccccc2)[C@H]1c1ccccc1,Fc1c(F)c(I)c(F)c(F)c1I
7463,CC(C)[C@@]1(O)CC[C@@]2(O)CCC[C@]23O[C@]13C,CCO[P@](=O)(O)c1cc2ccccc2oc1=O
7464,O=C(O)CCC(=O)O,O=C(O)/C=C\C(=O)O
7465,O=C(O)Cc1c[nH]c2ccccc12,O=C(O)c1ccc(C(=O)O)cc1
7466,O=C(O)CCCCCCCCC(=O)O,c1ccc2ccccc2c1
7467,C[C@@H]1CC(N(C)C)=C2C=CC=C21,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
7468,O=S(=O)(c1ccc(Nc2ccccn2)cc1)c1ccc(Nc2ccccn2)cc1,CSC1=C(SC)SC(=c2sc3sc4sc(=C5SC=CS5)sc=4sc=3s2)S1
7469,Fc1c(F)c(I)c(F)c(F)c1I,O[C@]1(c2ccccc2)CCCCC[C@@H]1c1ccccc1
7470,C[C@@]1(OO)OOC(=O)[C@@H]1Cc1ccccc1,C[C@]12CCC=C[C@H]1S(=O)(=O)CCOC2=O
7471,c1cc(CCCc2ccncc2)ccn1,C1N2CN3CN1CN(C2)C3
7472,O=C1[C@H]2[C@@H](C(=O)N1Cc1ccc3c(c1)OCO3)[C@@H]1C[C@@H](O)CN1[C@H]2c1ccc(Br)cc1,O=C(O)c1ccccc1Cl
7473,O=C(O)c1cccc(Br)c1,CCN(CC)C(=S)S[C@H]1CCC[C@@H]2CC[C@H]1C(=O)N2C
7474,O=C1C2=C(CN1Cc1ccccc1)[C@@H](c1ccccc1)C[C@]1(OCc3ccccc31)O2,Fc1c(F)c(I)c(F)c(F)c1I
7475,Cc1ccc(C(=O)[C@](C)(O)[C@@H](O)C(F)(F)F)cc1,COC(=O)[C@]12C=C[C@@H](O)[C@H]1C(=O)N2Cc1ccccc1
7476,N#Cc1ccncc1,COc1ccc(-c2cc(C)nc(N)n2)cn1
7477,c1cc(CCCc2ccncc2)ccn1,CCOC(=O)Cn1nnc2/c1=c1/cccc/c1=c1\nnn(CC(=O)OCC)\c1=c1/cccc/c1=2
7478,CN1c2ccccc2N(C)c2ccccc21,O=C(O)/C=C/C(=O)O
7479,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
7480,O=C1C=Cc2ccccc2/C1=N/Nc1ccccc1Cl,O=C1C=CC(=O)[C@@H]2[C@@H]3C=C[C@@H](CC3)[C@H]12
7481,NC(N)=O,C[C@@H](C#N)S(=O)(=O)c1ccccc1
7482,Oc1cc(O)cc(O)c1,COc1ccc(/N=C2\c3cccc4cccc(c34)[C@]2(C[Si](C)(C)C)Nc2ccc(OC)cc2)cc1
7483,Nc1ccc(C(=O)O)c(O)c1,CC1=CC(=O)[C@@H]([C@@H](O)c2ccccc2)C(C)(C)[C@@H]1C
7484,C#C[C@@H](c1ccccc1)[C@@H](C#C)c1ccccc1,C1#CC2=C3C#CC#CN3C#CN2C#C1
7485,c1cc(-c2ccncc2)ccn1,S1SSSSSSS1
7486,Oc1ccc(Cl)c(O)c1,CC(C)(C)[C@](O)(C#CC#C[C@](O)(c1ccccc1)C(C)(C)C)c1ccccc1
7487,Cc1ccc([C@H]2CC(=O)NC(C)(C)[C@@H](c3ccc(C)cc3)N2)cc1,COC(=O)C1(C(=O)OC)C[C@H](c2ccccc2)C[C@@]2(O)O[C@@H]1c1ccccc12
7488,O=C(c1ccccc1)[C@@H]1[C@@H](c2ccccc2)C[C@@](O)(c2ccccc2)[C@H](C(=O)c2ccccc2)[C@H]1c1ccccc1,O=S1(=O)C[C@H](O)[C@@H](Nc2ccccc2)C1
7489,O=C1N[C@H](c2ccccc2F)C[C@]2(N1)OCC/C2=C\c1ccccc1F,S1SSSSSSS1
7490,CC1(C)Oc2ccccc2[C@@]12C(=O)C[C@@H]2c1ccccc1,Oc1ccc(Cl)cc1
7491,c1cc(-c2ccncc2)ccn1,c1cc(CCc2ccncc2)ccn1
7492,CC(C)(C)c1cc(C([Si](C)(C)C)[Si](C)(C)C)/c(=[Si](Br)\[Si](Br)=c2/c(C([Si](C)(C)C)[Si](C)(C)C)cc(C(C)(C)C)cc2=C([Si](C)(C)C)[Si](C)(C)C)c(=C([Si](C)(C)C)[Si](C)(C)C)c1,COC(=O)[C@@]12C[C@]1(I)[C@H](Cc1ccccc1)OC2=O
7493,c1cc(-c2ccncc2)ccn1,CN1C(C)(C)C(C)(C)N2OC(c3ccccc3)=C(C=O)[C@]12c1ccccc1
7494,CCCc1cc2cc3ccccc3n3c(-c4ccc(C)cc4)c(-c4ccc(C)cc4)c(c1=O)c23,O=C1C(F)=C(F)C(=O)C(F)=C1F
7495,Fc1c(F)c(/N=N\c2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
7496,CCC[C@H]1C(=O)O[C@@H]2c3ccccc3N(C(=O)OC(C)(C)C)[C@]12c1ccccc1,Fc1c(F)c(F)c(I)c(F)c1F
7497,CC1=CC(=O)[C@@H]([C@@H](O)c2ccccc2)C(C)(C)[C@@H]1C,CCc1[nH]c(=O)nc(N)c1-c1ccc(Cl)cc1
7498,CCC[C@]1([C@@H](O)c2ccccc2)CCCOC1=O,COC(=O)[C@@H]1N[C@H](c2ccccc2)[C@H](C(=O)N2CCN(CCO[Si](C(C)C)(C(C)C)C(C)C)C2=O)[C@H]1c1ccc(Br)cc1
7499,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12
7500,c1ccc2c(c1)SC(=C1Sc3ccccc3S1)S2,C(=C/c1ccc(/C=C/c2ccccc2)cc1)\c1ccccc1
7501,Oc1ccc(O)cc1,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F
7502,O=C1C(Br)=C(Br)C(=O)C(Br)=C1Br,O[C@]12CCC[C@H]1C1=CCCO[C@H]12
7503,O/N=C1/c2ccccc2[C@H]2C[C@@H]1c1ccccc1/C2=N/O,COC(=O)[C@@H]1C(NC(C)(C)C)=Nc2ncnn2[C@H]1C(=O)OC
7504,C[C@@H]1SC2=C(SC(=C3SC4=C(S3)S[C@@H](C)[C@H](C)S4)S2)S[C@H]1C,C#C[C@@H](c1ccccc1)[C@@H](C#C)c1ccccc1
7505,Fc1c(F)c(I)c(F)c(F)c1I,CC(C)(C)[Si](O)(O)O
7506,O=C(O)CCCCC(=O)O,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl
7507,CC[C@H]1c2ccccc2C=N[C@@H](c2ccccc2)[C@@H]1C,COc1ccc([C@H](Cc2ccccc2)[C@@H](C)C(=O)c2ccccc2)cc1
7508,COC(=O)c1ccc2c(c1O)OC1(CCCCC1)[C@H](N1CCOCC1)O2,Nc1ncnc2[nH]cnc12
7509,O=C(O)CCCCCCC(=O)O,Oc1ccc(C2(c3ccc(O)cc3)c3ccccc3-c3ccccc32)cc1
7510,CC[C@]1(O)C[C@H](c2ccccc2)N2CCSC2=N1,O=C(O)/C=C/C(=O)O
7511,NC(=O)c1cnccn1,O[C@]1(c2ccccc2)CC[C@H]1c1ccccc1
7512,CNC(=O)c1ccccc1,NC(=S)N/N=C/c1ccc(O)cc1O
7513,COc1cccc(/C=C\[C@@]2(O)[C@]3(Br)CCC[C@@]2(COC(C)=O)CN(C)C3)c1OC(C)=O,O=C(O)CCC(=O)O
7514,O[C@](C#CC#C[C@@](O)(c1ccccc1)c1ccccc1Cl)(c1ccccc1)c1ccccc1Cl,O=C1O[C@]2([C@@H]1Cl)[C@@H]1CC=CC=C[C@@H]1C2(Cl)Cl
7515,O=C(O)CC(=O)O,Fc1c(F)c(/N=N\c2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I
7516,Fc1c(F)c(Oc2ccc3ccccc3c2-c2c(Oc3c(F)c(F)c(I)c(F)c3F)ccc3ccccc23)c(F)c(F)c1I,NC(=O)c1ccncc1
7517,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)N[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,Cc1nc(C)c(C)nc1C
7518,CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)[C@H](CCc1ccccc1)[C@H]1CC(c2ccccc2)=NN1c1ccccc1,CO[C@H]1C[C@H](O)C(F)(F)[C@H](CO)O1
7519,O=C1C(O)=C(F)C(=O)C(O)=C1F,O=C(O)c1ccc(C(=O)O)cc1
7520,CCOC(=O)[C@H]1C2c3ccccc3C(c3ccccc32)[C@@H]1c1cccc(Cl)n1,COc1ccc(N2C(=O)[C@@H](OC)[C@@]2(C)c2ccccc2)cc1
7521,COc1ccc([C@H]2[C@H](c3ccccc3)N(C3CCCCC3)[C@@H](C(=O)c3ccccc3)[C@@]23COc2ccccc2C3=O)cc1,c1cc(-c2ccncc2)ccn1
7522,OC(c1ccc(F)cc1)(c1ccc(F)cc1)[C@H]1OC2(CCCCC2)O[C@@H]1C(O)(c1ccc(F)cc1)c1ccc(F)cc1,O=C(O)c1ccc([C@]2(C(F)(F)F)CCO2)cc1
7523,O=C(O)c1ccc(O)cc1,c1cc2ccc3sc4ccc5cccc6c(c1)c2c3c4c56
7524,COc1ccc(/C=C/C(=O)O)cc1,COC(=O)C[C@@]1(C[C@H]2O[C@@H]2c2ccccc2)Oc2ccccc2C1=O
7525,O=C(NC1CCCCC1)[C@@]1(CCc2ccccc2)COC(c2ccccc2)=N1,CC1(C)CS/C(=C2\SCC(C)(C)C2=C(C#N)C#N)C1=C(C#N)C#N
7526,BrCCCCBr,CCCCN1C(=O)[C@]2(C3=C(CC(C)(C)CC3=O)Nc3ccc(OC)cc32)c2cc(Cl)ccc21
7527,O=C1N[C@@](O)(c2ccccc2)c2ccccc21,CCC1=C(CC)C[C@H]2CC(C#N)(C#N)[C@@H](c3ccccc3)C[C@H]2C1
7528,C[C@@H]1CO[C@@]2(CCC[C@H](OC(=O)Nc3ccccc3)CC2)N1C(=O)c1ccccc1,Fc1cccc(Cl)c1[C@H]1SCc2nc3ccccc3n21
7529,CC1(C)CCC[C@@]2(C)OC(=O)C=C[C@]12O,Fc1c(F)c(I)c(F)c(F)c1I
7530,COC(=O)[C@]1(OC(C)=O)C(=O)C=C2C(C)(C)CCC[C@@]21C,Brc1cc(Br)c(Br)cc1Br
7531,C=CC[C@]1(CO)[C@@H](OCc2ccccc2)CC[C@@H]2CCC=C2[C@@]1(CO)CCCOCc1ccccc1,CCCn1c(=O)c2[nH]c(-c3cc(OCC(=O)Nc4ccc5c(c4)OCO5)nn3C)nc2n(CCC)c1=O
7532,C[C@@H]1CCC(=O)OC[C@](C)(O)C(=O)[C@H](C)CCC[C@](C)(O)C1=O,Fc1c(F)c(OCC(COc2c(F)c(F)c(I)c(F)c2F)(COc2c(F)c(F)c(I)c(F)c2F)COc2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I
7533,Cn1nnc2c(C(N)=O)ncn2c1=O,C1#Cc2ccccc2C#CC#Cc2ccccc2C#C1
7534,COc1ccc(/C=C/c2ccncc2)cc1,c1ccc2c3c4ccccc4c(c2c1)-c1c2ccccc2c(c2ccccc12)-c1c2ccccc2c(c2ccccc12)-c1c2ccccc2c-3c2ccccc12
7535,CN(C)/C(=N\Nc1ccccc1)C(=O)Nc1ccccc1,C(#Cc1ccccc1)c1ccccc1
7536,O=C(O)c1ccc2cc(O)ccc2c1,C1N2CN3CN1CN(C2)C3
7537,C[C@@H](N)[C@@H](C)N,CCOC(=O)C1=C(C)N=C2SC=C(c3ccccc3)N2[C@@H]1c1ccccc1
7538,C1COCCOCCOCCOCCOCCO1,OC[C@H]1CCC[C@]12CCC[C@H]1C[C@H](c3ccccc3)ON12
7539,c1cc(-c2ccncc2)ccn1,c1cc(C(=C2C(=C(c3ccncc3)c3ccncc3)C2=C(c2ccncc2)c2ccncc2)c2ccncc2)ccn1
7540,COc1ccc([C@H]2c3ccccc3-c3c2c2ccccc2n3C(=O)OC(C)(C)C)cc1,O[C@@H]1CCCC[C@H]1[C@]1(O)CC[C@@H](c2ccccc2)CC1
7541,c1ccc(-c2ccncc2)cc1,O=C1OC[C@@]2(CCCOCc3ccccc3)[C@@H]1C(=O)[C@@H]1C[C@H]3CCC[C@@]32O1
7542,c1ccc2c(c1)ccc1cnnn12,C1CCN(P(N2CCCCC2)N2CCCCC2)CC1
7543,CO[C@@]1(c2cc(N(C)C)c(C#N)c(N(C)C)n2)C[C@@H]2CC[C@@]1(C)C2(C)C,O=c1[nH]cc(I)c(=O)[nH]1
7544,Fc1ccc(-c2ccn[nH]2)cc1,COc1ccccc1C(N)=O
7545,c1cc2sc3ccsc3c2s1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
7546,CO[C@@]12OC[C@]3(C)C4=CC(=O)C[C@]4(C=C[C@@]31C)[C@@H]2O,Cc1nc(N)nc(N)n1
7547,Fc1c(F)c(I)c(F)c(F)c1I,O=C(O)/C=C/CC(=O)O
7548,C1=C/C2=C(\c3ccccc3)C3=N/C(=C(/c4ccccc4)C4=N/C(=C(/c5ccccc5)C5=N/C(=C(/c6ccccc6)C1=N2)C=C5)C=C4)C=C3,O=C=Nc1ccccc1
7549,COC(=O)C(C(=O)OC)[C@@H]1C=C[C@@H]1C(=O)O,C1N2CN3CN1CN(C2)C3
7550,c1ccc2c(c1)=c1ccccc1=2,CN1C(=O)[C@@H]2c3c(cccc31)[C@@H]1C(=O)[C@@H](CCC1(C)C)C2(C)C
7551,Fc1c(F)c(I)c(F)c(F)c1I,[C-3]C#N
7552,c1ccc(-c2nccn2Cc2ccncc2)cc1,O=C1CC(=O)NC(=O)N1
7553,O=C1C(Br)=C(Br)C(=O)C(Br)=C1Br,O=c1oc(=O)c2c1c1c(=O)oc(=O)c1c1c(=O)oc(=O)c21
7554,O=P(c1ccccc1)(c1ccccc1)c1ccc2oc3ccccc3c2c1-c1c(P(=O)(c2ccccc2)c2ccccc2)ccc2oc3ccccc3c12,Cc1nc(C)c(C)nc1C
7555,COc1cc2c(cc1OC)[C@H]1[C@H](C(C)=O)CC(C)(C)CN1CC2,O=C1CC[C@]2(CCC[C@@H](O)[C@H]2O)O1
7556,CO[C@@]12c3ccccc3CCN3C(=O)C(Cl)=C(CCl)O[C@]31c1ccccc1N2C(=O)OC(C)(C)C,Oc1ccc(I)cc1
7557,Nc1ncccn1,c1ccc([C@@H]2Cc3ccc4ccccc4c3C2=C2c3ccccc3-c3ccccc32)cc1
7558,O=C(O)CCCCC(=O)O,O=C1C(O)=C(Br)C(=O)C(O)=C1Br
7559,CC[C@H]1CCCC[C@@H]1O,N#Cc1ccncc1
7560,C1CCOC1,O=C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)NC(c1ccccc1)(c1ccccc1)c1ccccc1
7561,c1ccc2ncncc2c1,Oc1ccc(I)cc1
7562,Fc1c(F)c(I)c(F)c(F)c1I,Fc1c(I)c(F)c(I)c(F)c1I
7563,O=C1N[C@H](c2ccccc2F)C[C@]2(N1)OCC/C2=C\c1ccccc1F,OO[C@@H]1N[C@H](OO)[C@@H](OO)N[C@H]1OO
7564,Fc1c(F)c(I)c(-c2c(F)c(-c3c(I)c(F)c(F)c(F)c3I)c(F)c(-c3c(I)c(F)c(F)c(F)c3I)c2F)c(I)c1F,COc1cc(OCc2ccncc2)c2cc1[C@H](C)c1cc(c(OC)cc1OCc1ccncc1)[C@H](C)c1cc(c(OC)cc1OCc1ccncc1)[C@H](C)c1cc(c(OC)cc1OCc1ccncc1)[C@@H]2C
7565,IC1=C(I)SC(=C2SC3=C(SCCS3)S2)S1,c1ccc2c(c1)ccc1ccccc12
7566,CCN(C=O)CC,O=C1CCC(=O)N1
7567,O=C1CCCCCN1,NC(=O)c1ccncc1
7568,COC(=O)C1=C[C@@]23CC(C(=O)OC)(C(=O)OC)CC[C@H]2[C@]2(C)CCC4(SCCCS4)[C@H](OC(=O)c4ccccc4)[C@@]12O3,C1COCOC1
7569,[H]/N=C(/N)c1ccccc1,O=c1c(O)c(O)c1=O
7570,Fc1c(F)c(F)c(I)c(I)c1F,C=C(C)C(=O)OCCCCCCOc1ccc(/C=C/c2ccncc2)cc1
7571,c1cc(/N=N/c2ccncc2)ccn1,Cn1ncc2c(c1=O)-c1ccccc1CC(C#N)(C#N)[C@H]1CCCN21
7572,O=C1N(Cc2ccccc2)[C@H]2CC=CC[C@@H]2N1Cc1ccccc1,CC1(C)CC#CCNC(=O)C(C)(C)CC#CCNC(=O)C(C)(C)CC#CCNC1=O
7573,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,Brc1ccc(Oc2nc(Oc3ccc(Br)cc3)nc(Oc3ccc(Br)cc3)n2)cc1
7574,O=C(O)c1cccc(C(=O)O)n1,C[C@H]1[C@@H](c2ccccc2)O[Si](C(C)(C)C)(C(C)(C)C)[C@H]1C
7575,O=C(Nc1ccccc1)O[C@H]1[C@H]2CC[C@H](C2)[C@@H]1OC(=O)Nc1ccccc1,C[C@@]1([C@@H]2[C@H](C=O)[C@@H]3C=C[C@H]2[C@]2(C)c4ccccc4C(=O)N32)c2ccccc2C(=O)N1C=O
7576,Oc1cc(O)c(Br)cc1Br,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
7577,CCCCCc1cc(CCCCC)c2ccc3c(CCCCC)cc(CCCCC)c4ccc1c2c43,NC(=O)c1ccncc1
7578,c1cc(-c2ccncc2)ccn1,C[C@@]12CCCN1c1ccccc1-n1c2cc2ccccc21
7579,CCOC(=O)[C@]1(c2ccccc2)C(=O)N(C)c2c(F)cccc21,Nc1ccc(C(=O)c2ccccc2)cc1
7580,C[C@H](c1ccncc1)[C@@](O)(Cn1cncn1)c1ccc(F)cc1F,O=C(Nc1ccccn1)C12CC3CC(CC(C3)C1)C2
7581,C=C1C(=O)O[C@@]23O[C@@H](C4(CC/C=C/C)OCCO4)C[C@@H]4[C@@H](CCCCC/C=C/C)[C@@H](C(C(=O)OC)=C(C(=O)OC)[C@@H]42)[C@@]13O,c1ccc2nc3ccccc3cc2c1
7582,CCOC(=O)[C@@H]1[C@@H](c2cn(C)c3ccc(Br)cc23)n2c(c(C)c3ccccc32)[C@H]1c1ccccc1,O[C@H](CC#Cc1ccccc1)c1ccc(Br)cc1
7583,O=C1NCc2ccc(cc2)CNC(=O)c2cccc(c2)C(=O)NCc2ccc(cc2)CNC(=O)c2cccc1c2,CC(C)(C1CC1)[C@]1(c2ccccc2)C[C@H](c2ccccc2)C(=O)O1
7584,NC(=O)c1ccncc1,C(=C/c1ccncc1)\c1ccncc1
7585,O=C1c2ccccc2C(=O)N1[C@H]1[C@H]2C[C@H]2[C@H](O)[C@H]2O[C@H]2[C@@H]1O,Oc1c2c(c(O)c3c1[C@@H]1C[C@H]3c3cc4cc5ccccc5cc4cc31)[C@@H]1C[C@H]2c2cc3cc4ccccc4cc3cc21
7586,CCSC1=Nc2ccc(Br)cc2[C@@H](SCC)[C@@]1(C)c1ccccc1,N#Cc1cc(O)cc(O)c1
7587,O=C(O)c1ccc(C(=O)O)cc1,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
7588,C[C@@H]1C[C@@H]2OC(C)(C)C[C@H](O)[C@@]23COC(C)(C)[C@@H]1C3=O,CC/C=C1\[C@@H](O)C(=O)N(c2ccccc2)[C@H]1C(F)(F)F
7589,c1cc(=C2NCCCN2)ccc1=C1NCCCN1,CN1CCC(=O)[C@@]2(CCN(C)[C@@]23C(=O)Nc2ccccc23)C1
7590,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2ccccc21,C/C1=C\[C@H]2[C@H](CO[Si]2(C(C)C)C(C)C)[C@H]2CN(S(=O)(=O)c3ccc(C)cc3)C/C2=C/C1
7591,CC(C)=NNC(=O)c1ccncc1,COC(=O)C1=NN[C@]2(C(=O)OC)[C@](C)(C1)CN(C(=O)c1ccccc1)[C@@]21C=NN(c2ccccc2)C1=O
7592,C[C@@H]1C[C@@H](C)[C@H](c2ccccc2)N(Cc2ccccc2Cl)[C@@H]1c1ccccc1,C(#Cc1ccncc1)c1ccncc1
7593,N#CC[C@H]1CCC[C@]23CCC[C@H]2[C@@H](C#N)ON13,CC1(C)C[C@H](OC(=O)c2ccccc2)C(=O)O1
7594,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O,O=C(O)CCNC(=O)C(=O)NCCC(=O)O
7595,COc1ccc(/C=C/c2ccncc2)cc1,c1cc(-c2ccncc2)ccn1
7596,Oc1ccc2ccccc2c1,Oc1cc(O)cc(O)c1
7597,Cc1nn(-c2ccccc2)c2c1N=C(c1ccc3c(c1)OCO3)C[C@H](c1ccc(Cl)cc1)N2,O=C(Nc1ccccc1)C(=O)Nc1ccccc1
7598,O=C(O)c1cc2ccccc2cc1O,[H]/N=C1/O[C@](O)(C(F)(F)F)C(C(=O)OCC)=C1c1ccc(OC)c(OC)c1
7599,CCOC(=O)C1=C(N)N(c2ccc(OC)cc2)C(C(=O)OCC)=C(C(=O)OCC)[C@@H]1c1ccc(Br)cc1,Nc1ccncc1
7600,NC(=O)c1ccc(O)cc1,CNC(=S)N/N=C(\C)c1ccc(O)cc1O
7601,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,c1cc(CCc2ccncc2)ccn1
7602,c1cc([C@H]2[C@H](c3ccncc3)[C@H](c3ccncc3)[C@H]2c2ccncc2)ccn1,CCN(CC)C1=CC(=O)/C(=C\Nc2cc(C)c(C)cc2/N=C/c2ccc(N(CC)CC)cc2O)C=C1
7603,C[C@@H]1CCC(=O)OC[C@](C)(O)C(=O)[C@H](C)CCC[C@](C)(O)C1=O,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
7604,O=C(O)CNC(=O)C(=O)NCC(=O)O,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(C(C)(C)C)cc1
7605,NC(=O)c1ccncc1,COC(=O)N1C=C[C@@H](C(C)(C)C(=O)O)C=N1
7606,C1#COC#CO1,O=C(O)c1cccc(C(=O)O)c1
7607,C[C@]1(c2ccccc2)N=CC(c2ccccc2)=N1,S=c1cc[nH]c(=S)[nH]1
7608,C1N2CN3CN1CN(C2)C3,CSC1=C(SC)SC(=c2sc3sc4sc(=C5SC=CS5)sc=4sc=3s2)S1
7609,Nc1ncccn1,O
7610,C1CN2CN3CCN(CN1C3)C2,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
7611,O=C1N(Cc2ccccc2)[C@@H]2[C@H](N1Cc1ccccc1)N1CN3C(=O)N(CN4C(=O)N(CN5C(=O)N(CN2C1=O)[C@H]1[C@@H]5N(Cc2ccccc2)C(=O)N1Cc1ccccc1)[C@@H]1[C@H]4N(Cc2ccccc2)C(=O)N1Cc1ccccc1)[C@H]1[C@@H]3N(Cc2ccccc2)C(=O)N1Cc1ccccc1,Cc1cnc[nH]1
7612,Oc1cccc2c(O)cccc12,CCC1=CC(=O)C=C[C@@]1(O)[C@@H]1C[C@@H]2COC(C)(C)O[C@@H]2[C@H]1O[Si](C)(C)C(C)(C)C
7613,[C-2]=C([N-2])OC(=[C-2])[N-2],Oc1cccc(O)c1
7614,c1ccc2nc3ccccc3cc2c1,NC(N)=O
7615,c1ccc2ccccc2c1,O=C1[C@H](c2ccc(Cl)cc2)[C@@]2(C(=O)Nc3ccccc32)N1c1ccccc1F
7616,COc1ccccc1O,O=C(C[C@@H]1CC[C@@H](c2ccccc2)CO1)c1ccc(Br)cc1
7617,COc1ccc(/C=C/C(=O)O)cc1,Cc1ccc(Br)cc1C
7618,O=C(O)CCCCCCCCCCC(=O)O,CC[C@H](C)N
7619,Cc1ccc(S(=O)(=O)N2C[C@@]34c5ccccc5[C@H]5CC[C@]53[C@]35CC[C@H]3c3ccccc3[C@@H]5[C@@H]2N4S(=O)(=O)c2ccc(C)cc2)cc1,COc1ccc(CN2C[C@@]3(O)N=C(c4ccccc4)[C@H](c4ccccc4)[C@@]3(c3ccccc3)C2=O)cc1
7620,Cc1cccc(C)n1,CN1C(C)(C)C(C)(C)N2OC(c3ccccc3)=C(C=O)[C@]12c1ccccc1
7621,Nc1cc[nH]c(=O)n1,CN(CC(c1ccccc1)c1ccccc1)C(=O)/C=C/C(=O)N(C)CC(c1ccccc1)c1ccccc1
7622,NC(N)=O,c1ccc2c([C@@H]3SCC[C@@H]4SCC[C@@H]43)cccc2c1
7623,Oc1cccc(O)c1O,O=C(O)CCC(=O)O
7624,c1coc(-c2ccc(-c3ccncc3)s2)c1,c1cn(-c2ccc(-n3ccnc3)cc2)cn1
7625,c1cc2ccc3cccc4ccc(c1)c2c34,O
7626,COc1cc(C(=O)O)ccc1O,CCN(C=O)CC
7627,c1cc(-c2ccncc2)ccn1,CCCN1C(=S)S/C(=C2/SC(=S)N(CCC)C2=S)C1=S
7628,CC(N)=O,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
7629,C[C@H]1C[C@]2(OC1=O)C(=O)N(Cc1ccccc1)c1ccccc12,O=C1C(I)=C(I)C(=O)C(I)=C1I
7630,N#Cc1ccncc1,CC[C@@H]([C@H](ON1C(C)(C)CCCC1(C)C)C(=O)OC)N(C(C)C)C(C)C
7631,N#CC(C#N)=C(C#N)C#N,Cc1ccc(C(=O)O)cc1
